date,source,campaign,cost
2020-03-12,google_ads,lal|487809,257.38
2020-03-12,vk,lal|727027,137.33
2020-03-12,yandex_direct,gnrl|326308,515.94
2020-03-12,yandex_direct,gnrl|845242,202.19
2020-03-12,yandex_direct,gnrl|863656,312.69
2020-03-12,yandex_direct,gnrl|953233,156.18
2020-03-12,yandex_direct,ret|574813,83.55
2020-03-13,fb,gnrl|755263,130.23
2020-03-13,fb,lal|772023,151.06
2020-03-13,google_ads,lal|487809,192.28
2020-03-13,vk,lal|727027,93.11
2020-03-13,yandex_direct,gnrl|326308,251.59
2020-03-13,yandex_direct,gnrl|445275,369.53999999999996
2020-03-13,yandex_direct,gnrl|845242,128.68
2020-03-13,yandex_direct,gnrl|953233,350.13
2020-03-13,yandex_direct,ret|574813,326.9
2020-03-14,fb,gnrl|755263,169.22
2020-03-14,fb,lal|772023,146.33
2020-03-14,google_ads,lal|487809,138.25
2020-03-14,vk,lal|727027,430.89
2020-03-14,yandex_direct,gnrl|326308,270.63
2020-03-14,yandex_direct,gnrl|445275,292.03
2020-03-14,yandex_direct,gnrl|863656,371.76
2020-03-14,yandex_direct,gnrl|953233,231.81
2020-03-14,yandex_direct,ret|574813,434.80999999999995
2020-03-15,fb,gnrl|755263,78.44
2020-03-15,fb,lal|772023,984.93
2020-03-15,google_ads,lal|487809,423.19000000000005
2020-03-15,vk,lal|727027,331.93
2020-03-15,yandex_direct,gnrl|326308,227.86
2020-03-15,yandex_direct,gnrl|445275,278.37
2020-03-15,yandex_direct,gnrl|845242,243.85
2020-03-15,yandex_direct,gnrl|863656,444.59999999999997
2020-03-15,yandex_direct,gnrl|953233,25.69
2020-03-15,yandex_direct,ret|574813,511.62
2020-03-16,fb,gnrl|755263,73.0
2020-03-16,fb,lal|772023,504.22
2020-03-16,google_ads,lal|487809,247.84
2020-03-16,vk,lal|727027,147.26
2020-03-16,yandex_direct,gnrl|326308,274.64
2020-03-16,yandex_direct,gnrl|445275,437.19
2020-03-16,yandex_direct,gnrl|845242,410.77000000000004
2020-03-16,yandex_direct,gnrl|953233,70.58
2020-03-16,yandex_direct,ret|574813,362.94
2020-03-17,fb,gnrl|755263,300.47
2020-03-17,fb,lal|772023,151.72
2020-03-17,google_ads,lal|487809,447.79
2020-03-17,vk,lal|727027,434.93
2020-03-17,yandex_direct,gnrl|326308,248.94
2020-03-17,yandex_direct,gnrl|445275,332.98
2020-03-17,yandex_direct,gnrl|845242,203.8
2020-03-17,yandex_direct,gnrl|863656,135.15
2020-03-17,yandex_direct,gnrl|953233,95.79
2020-03-18,fb,gnrl|755263,137.26999999999998
2020-03-18,fb,lal|772023,429.84
2020-03-18,google_ads,lal|487809,385.94000000000005
2020-03-18,yandex_direct,gnrl|445275,345.87
2020-03-18,yandex_direct,gnrl|845242,164.12
2020-03-18,yandex_direct,gnrl|863656,116.2
2020-03-18,yandex_direct,gnrl|953233,98.37
2020-03-19,fb,gnrl|755263,179.35
2020-03-19,fb,lal|772023,171.99
2020-03-19,google_ads,lal|487809,195.37
2020-03-19,vk,lal|727027,435.75000000000006
2020-03-19,yandex_direct,gnrl|326308,176.01999999999998
2020-03-19,yandex_direct,gnrl|445275,265.40999999999997
2020-03-19,yandex_direct,gnrl|845242,318.49
2020-03-19,yandex_direct,gnrl|863656,204.16000000000003
2020-03-19,yandex_direct,gnrl|953233,122.99
2020-03-19,yandex_direct,ret|574813,290.11
2020-03-20,fb,gnrl|755263,175.32999999999998
2020-03-20,fb,lal|772023,552.8199999999999
2020-03-20,yandex_direct,gnrl|326308,458.9
2020-03-20,yandex_direct,gnrl|445275,366.94
2020-03-20,yandex_direct,gnrl|845242,205.77
2020-03-20,yandex_direct,gnrl|863656,43.86
2020-03-20,yandex_direct,gnrl|953233,123.79
2020-03-21,fb,gnrl|755263,93.15
2020-03-21,fb,lal|772023,281.33
2020-03-21,google_ads,lal|487809,474.12
2020-03-21,vk,lal|727027,184.77
2020-03-21,yandex_direct,gnrl|326308,97.19
2020-03-21,yandex_direct,gnrl|845242,636.5899999999999
2020-03-21,yandex_direct,gnrl|863656,131.8
2020-03-21,yandex_direct,gnrl|953233,189.42
2020-03-22,fb,gnrl|755263,218.44
2020-03-22,fb,lal|772023,136.04
2020-03-22,google_ads,lal|487809,661.0699999999999
2020-03-22,vk,lal|727027,151.33
2020-03-22,yandex_direct,gnrl|326308,357.70000000000005
2020-03-22,yandex_direct,gnrl|445275,338.39
2020-03-22,yandex_direct,gnrl|845242,184.37
2020-03-22,yandex_direct,gnrl|863656,79.54
2020-03-23,fb,gnrl|755263,362.14000000000004
2020-03-23,fb,lal|772023,399.95000000000005
2020-03-23,google_ads,lal|487809,76.62
2020-03-23,vk,lal|727027,128.83
2020-03-23,yandex_direct,gnrl|445275,575.3199999999999
2020-03-23,yandex_direct,gnrl|845242,564.55
2020-03-23,yandex_direct,gnrl|863656,226.76999999999998
2020-03-23,yandex_direct,gnrl|953233,78.23
2020-03-24,fb,gnrl|755263,181.18
2020-03-24,vk,lal|727027,424.78
2020-03-24,yandex_direct,gnrl|326308,585.65
2020-03-24,yandex_direct,gnrl|445275,377.15
2020-03-24,yandex_direct,gnrl|845242,824.03
2020-03-24,yandex_direct,gnrl|863656,154.4
2020-03-24,yandex_direct,gnrl|953233,446.31000000000006
2020-03-24,yandex_direct,ret|574813,173.27
2020-03-25,fb,lal|772023,1031.51
2020-03-25,google_ads,lal|487809,376.84000000000003
2020-03-25,vk,lal|727027,117.71
2020-03-25,yandex_direct,gnrl|445275,394.62
2020-03-25,yandex_direct,gnrl|845242,141.28
2020-03-25,yandex_direct,gnrl|953233,153.83999999999997
2020-03-25,yandex_direct,ret|574813,345.79
2020-03-26,fb,gnrl|755263,208.69
2020-03-26,fb,lal|772023,354.3
2020-03-26,google_ads,lal|487809,171.12
2020-03-26,vk,lal|727027,240.8
2020-03-26,yandex_direct,gnrl|326308,404.79999999999995
2020-03-26,yandex_direct,gnrl|445275,439.73
2020-03-26,yandex_direct,gnrl|845242,307.76
2020-03-26,yandex_direct,gnrl|863656,94.33
2020-03-26,yandex_direct,gnrl|953233,199.19
2020-03-26,yandex_direct,ret|574813,602.0699999999999
2020-03-27,fb,gnrl|755263,175.77
2020-03-27,google_ads,lal|487809,414.53
2020-03-27,vk,lal|727027,379.37
2020-03-27,yandex_direct,gnrl|445275,407.15
2020-03-27,yandex_direct,gnrl|845242,234.59
2020-03-27,yandex_direct,gnrl|863656,65.5
2020-03-27,yandex_direct,gnrl|953233,94.54
2020-03-27,yandex_direct,ret|574813,357.53999999999996
2020-03-28,fb,lal|772023,387.78
2020-03-28,google_ads,lal|487809,188.31
2020-03-28,vk,lal|727027,149.89
2020-03-28,yandex_direct,gnrl|845242,615.28
2020-03-28,yandex_direct,gnrl|863656,218.35
2020-03-28,yandex_direct,gnrl|953233,65.87
2020-03-28,yandex_direct,ret|574813,190.29
2020-03-29,fb,gnrl|755263,144.49
2020-03-29,fb,lal|772023,235.97000000000003
2020-03-29,google_ads,lal|487809,613.21
2020-03-29,vk,lal|727027,210.25
2020-03-29,yandex_direct,gnrl|326308,225.63
2020-03-29,yandex_direct,gnrl|445275,281.16999999999996
2020-03-29,yandex_direct,gnrl|845242,478.44999999999993
2020-03-29,yandex_direct,gnrl|953233,212.98000000000002
2020-03-29,yandex_direct,ret|574813,529.1500000000001
2020-03-30,fb,gnrl|755263,259.54
2020-03-30,fb,lal|772023,428.74
2020-03-30,google_ads,lal|487809,366.2
2020-03-30,vk,lal|727027,344.74
2020-03-30,yandex_direct,gnrl|326308,377.4
2020-03-30,yandex_direct,gnrl|445275,395.56
2020-03-30,yandex_direct,gnrl|845242,143.08
2020-03-30,yandex_direct,gnrl|863656,155.16
2020-03-30,yandex_direct,gnrl|953233,113.06
2020-03-31,fb,gnrl|755263,311.08
2020-03-31,fb,lal|772023,189.43
2020-03-31,google_ads,lal|487809,193.19
2020-03-31,vk,lal|727027,586.13
2020-03-31,yandex_direct,gnrl|326308,103.87
2020-03-31,yandex_direct,gnrl|445275,263.68
2020-03-31,yandex_direct,gnrl|845242,507.53
2020-03-31,yandex_direct,gnrl|863656,144.21
2020-03-31,yandex_direct,gnrl|953233,93.54
2020-03-31,yandex_direct,ret|574813,104.66
2020-04-01,fb,gnrl|755263,230.33999999999997
2020-04-01,fb,lal|772023,1091.53
2020-04-01,vk,lal|727027,109.42
2020-04-01,yandex_direct,gnrl|326308,212.81
2020-04-01,yandex_direct,gnrl|445275,298.31
2020-04-01,yandex_direct,gnrl|863656,246.98
2020-04-01,yandex_direct,gnrl|953233,236.27999999999997
2020-04-01,yandex_direct,ret|574813,149.7
2020-04-02,fb,lal|772023,356.97
2020-04-02,google_ads,lal|487809,95.99
2020-04-02,vk,lal|727027,468.76
2020-04-02,yandex_direct,gnrl|326308,211.05
2020-04-02,yandex_direct,gnrl|445275,447.46999999999997
2020-04-02,yandex_direct,gnrl|845242,157.49
2020-04-02,yandex_direct,gnrl|863656,237.57
2020-04-02,yandex_direct,ret|574813,521.44
2020-04-03,fb,gnrl|755263,245.82
2020-04-03,fb,lal|772023,820.9399999999999
2020-04-03,vk,lal|727027,295.91999999999996
2020-04-03,yandex_direct,gnrl|326308,426.41
2020-04-03,yandex_direct,gnrl|445275,116.88
2020-04-03,yandex_direct,gnrl|845242,393.44000000000005
2020-04-03,yandex_direct,gnrl|863656,122.34
2020-04-03,yandex_direct,ret|574813,211.04
2020-04-04,google_ads,lal|487809,233.33
2020-04-04,vk,lal|727027,338.45
2020-04-04,yandex_direct,gnrl|326308,276.56
2020-04-04,yandex_direct,gnrl|445275,398.99
2020-04-04,yandex_direct,gnrl|845242,399.51
2020-04-04,yandex_direct,gnrl|863656,153.37
2020-04-04,yandex_direct,ret|574813,889.87
2020-04-05,fb,lal|772023,634.1099999999999
2020-04-05,google_ads,lal|487809,100.15
2020-04-05,vk,lal|727027,282.11
2020-04-05,yandex_direct,gnrl|326308,139.35
2020-04-05,yandex_direct,gnrl|445275,468.85
2020-04-05,yandex_direct,gnrl|845242,203.36
2020-04-05,yandex_direct,gnrl|863656,275.65999999999997
2020-04-05,yandex_direct,gnrl|953233,93.47
2020-04-05,yandex_direct,ret|574813,299.17
2020-04-06,fb,gnrl|755263,135.45000000000002
2020-04-06,fb,lal|772023,733.0600000000001
2020-04-06,google_ads,lal|487809,161.28
2020-04-06,vk,lal|727027,329.21000000000004
2020-04-06,yandex_direct,gnrl|326308,303.48
2020-04-06,yandex_direct,gnrl|445275,164.59
2020-04-06,yandex_direct,gnrl|845242,357.46
2020-04-06,yandex_direct,gnrl|863656,164.59
2020-04-06,yandex_direct,gnrl|953233,177.60999999999999
2020-04-06,yandex_direct,ret|574813,172.56
2020-04-07,google_ads,lal|487809,592.83
2020-04-07,yandex_direct,gnrl|326308,85.47
2020-04-07,yandex_direct,gnrl|445275,138.29
2020-04-07,yandex_direct,gnrl|845242,404.68
2020-04-07,yandex_direct,gnrl|953233,284.82
2020-04-07,yandex_direct,ret|574813,653.5999999999999
2020-04-08,fb,lal|772023,325.03
2020-04-08,google_ads,lal|487809,331.68
2020-04-08,vk,lal|727027,124.37
2020-04-08,yandex_direct,gnrl|326308,121.03
2020-04-08,yandex_direct,gnrl|445275,224.49
2020-04-08,yandex_direct,gnrl|863656,221.2
2020-04-08,yandex_direct,gnrl|953233,168.51
2020-04-08,yandex_direct,ret|574813,809.17
2020-04-09,fb,gnrl|755263,240.19
2020-04-09,fb,lal|772023,414.84
2020-04-09,google_ads,lal|487809,217.99
2020-04-09,vk,lal|727027,172.72
2020-04-09,yandex_direct,gnrl|326308,415.73
2020-04-09,yandex_direct,gnrl|445275,428.94
2020-04-09,yandex_direct,gnrl|845242,233.05
2020-04-09,yandex_direct,gnrl|863656,264.64
2020-04-09,yandex_direct,gnrl|953233,285.64
2020-04-10,fb,gnrl|755263,166.34
2020-04-10,fb,lal|772023,293.96000000000004
2020-04-10,google_ads,lal|487809,203.33
2020-04-10,vk,lal|727027,379.43000000000006
2020-04-10,yandex_direct,gnrl|326308,384.62
2020-04-10,yandex_direct,gnrl|445275,441.79
2020-04-10,yandex_direct,gnrl|845242,120.53
2020-04-10,yandex_direct,gnrl|863656,72.21
2020-04-10,yandex_direct,gnrl|953233,279.42
2020-04-11,fb,gnrl|755263,155.54000000000002
2020-04-11,fb,lal|772023,399.90000000000003
2020-04-11,google_ads,lal|487809,498.55999999999995
2020-04-11,vk,lal|727027,208.68
2020-04-11,yandex_direct,gnrl|326308,266.82
2020-04-11,yandex_direct,gnrl|445275,293.77
2020-04-11,yandex_direct,gnrl|845242,174.96
2020-04-11,yandex_direct,gnrl|863656,73.18
2020-04-11,yandex_direct,gnrl|953233,146.94
2020-04-11,yandex_direct,ret|574813,304.86
2020-04-12,fb,gnrl|755263,271.73
2020-04-12,fb,lal|772023,160.8
2020-04-12,google_ads,lal|487809,102.22
2020-04-12,vk,lal|727027,164.32999999999998
2020-04-12,yandex_direct,gnrl|326308,200.81
2020-04-12,yandex_direct,gnrl|445275,104.24
2020-04-12,yandex_direct,gnrl|845242,608.45
2020-04-12,yandex_direct,gnrl|863656,176.51999999999998
2020-04-12,yandex_direct,gnrl|953233,238.08
2020-04-12,yandex_direct,ret|574813,261.72
2020-04-13,fb,gnrl|755263,114.94
2020-04-13,fb,lal|772023,445.87
2020-04-13,google_ads,lal|487809,882.55
2020-04-13,yandex_direct,gnrl|326308,119.74
2020-04-13,yandex_direct,gnrl|445275,134.79
2020-04-13,yandex_direct,gnrl|953233,167.31
2020-04-13,yandex_direct,ret|574813,233.51
2020-04-14,fb,gnrl|755263,90.98
2020-04-14,fb,lal|772023,175.58
2020-04-14,vk,lal|727027,309.78999999999996
2020-04-14,yandex_direct,gnrl|326308,176.35
2020-04-14,yandex_direct,gnrl|445275,122.16
2020-04-14,yandex_direct,gnrl|863656,121.68
2020-04-14,yandex_direct,gnrl|953233,87.83
2020-04-14,yandex_direct,ret|574813,208.2
2020-04-15,fb,gnrl|755263,71.53
2020-04-15,fb,lal|772023,387.74
2020-04-15,google_ads,lal|487809,251.34000000000003
2020-04-15,vk,lal|727027,126.47
2020-04-15,yandex_direct,gnrl|326308,619.04
2020-04-15,yandex_direct,gnrl|445275,148.65
2020-04-15,yandex_direct,gnrl|863656,442.7
2020-04-15,yandex_direct,gnrl|953233,148.39
2020-04-15,yandex_direct,ret|574813,538.78
2020-04-16,fb,lal|772023,641.05
2020-04-16,google_ads,lal|487809,813.09
2020-04-16,vk,lal|727027,377.81
2020-04-16,yandex_direct,gnrl|326308,188.89
2020-04-16,yandex_direct,gnrl|445275,187.61
2020-04-16,yandex_direct,gnrl|845242,149.28
2020-04-16,yandex_direct,gnrl|863656,227.06
2020-04-16,yandex_direct,gnrl|953233,194.26
2020-04-16,yandex_direct,ret|574813,408.56
2020-04-17,fb,gnrl|755263,69.47
2020-04-17,fb,lal|772023,707.09
2020-04-17,google_ads,lal|487809,351.53
2020-04-17,vk,lal|727027,713.2
2020-04-17,yandex_direct,gnrl|326308,362.89
2020-04-17,yandex_direct,gnrl|863656,89.39
2020-04-17,yandex_direct,ret|574813,736.62
2020-04-18,fb,gnrl|755263,373.34999999999997
2020-04-18,fb,lal|772023,224.86
2020-04-18,google_ads,lal|487809,202.66
2020-04-18,vk,lal|727027,108.36
2020-04-18,yandex_direct,gnrl|326308,403.31000000000006
2020-04-18,yandex_direct,gnrl|445275,543.64
2020-04-18,yandex_direct,gnrl|845242,268.53
2020-04-18,yandex_direct,gnrl|953233,209.01
2020-04-18,yandex_direct,ret|574813,572.52
2020-04-19,fb,gnrl|755263,103.15
2020-04-19,fb,lal|772023,295.7
2020-04-19,google_ads,lal|487809,131.42
2020-04-19,vk,lal|727027,251.32999999999998
2020-04-19,yandex_direct,gnrl|445275,307.76
2020-04-19,yandex_direct,gnrl|845242,407.17
2020-04-19,yandex_direct,gnrl|863656,225.35000000000002
2020-04-19,yandex_direct,gnrl|953233,221.64
2020-04-19,yandex_direct,ret|574813,207.41
2020-04-20,fb,gnrl|755263,188.38
2020-04-20,fb,lal|772023,439.38
2020-04-20,google_ads,lal|487809,322.57
2020-04-20,vk,lal|727027,151.34
2020-04-20,yandex_direct,gnrl|326308,81.44
2020-04-20,yandex_direct,gnrl|445275,125.18
2020-04-20,yandex_direct,gnrl|863656,236.89
2020-04-20,yandex_direct,gnrl|953233,318.58000000000004
2020-04-20,yandex_direct,ret|574813,515.7
2020-04-21,fb,gnrl|755263,164.68
2020-04-21,fb,lal|772023,211.42
2020-04-21,google_ads,lal|487809,138.01
2020-04-21,vk,lal|727027,255.36
2020-04-21,yandex_direct,gnrl|845242,449.11
2020-04-21,yandex_direct,gnrl|863656,168.81
2020-04-22,fb,lal|772023,170.12
2020-04-22,google_ads,lal|487809,315.33000000000004
2020-04-22,yandex_direct,gnrl|326308,45.31
2020-04-22,yandex_direct,gnrl|445275,347.37
2020-04-22,yandex_direct,gnrl|845242,164.6
2020-04-22,yandex_direct,gnrl|863656,315.40000000000003
2020-04-22,yandex_direct,gnrl|953233,163.06
2020-04-22,yandex_direct,ret|574813,456.47
2020-04-23,fb,gnrl|755263,65.99
2020-04-23,google_ads,lal|487809,415.38
2020-04-23,vk,lal|727027,172.2
2020-04-23,yandex_direct,gnrl|326308,243.07
2020-04-23,yandex_direct,gnrl|445275,533.08
2020-04-23,yandex_direct,gnrl|845242,221.67
2020-04-23,yandex_direct,gnrl|863656,217.74
2020-04-23,yandex_direct,gnrl|953233,95.99
2020-04-23,yandex_direct,ret|574813,452.83000000000004
2020-04-24,fb,gnrl|755263,211.57
2020-04-24,fb,lal|772023,224.02
2020-04-24,google_ads,lal|487809,202.89
2020-04-24,vk,lal|727027,115.11
2020-04-24,yandex_direct,gnrl|326308,584.69
2020-04-24,yandex_direct,gnrl|445275,278.32
2020-04-24,yandex_direct,gnrl|845242,346.19
2020-04-24,yandex_direct,gnrl|863656,232.47000000000003
2020-04-24,yandex_direct,gnrl|953233,149.16
2020-04-24,yandex_direct,ret|574813,127.06
2020-04-25,fb,gnrl|755263,440.40999999999997
2020-04-25,fb,lal|772023,456.9
2020-04-25,vk,lal|727027,103.65
2020-04-25,yandex_direct,gnrl|326308,211.72000000000003
2020-04-25,yandex_direct,gnrl|445275,463.93
2020-04-25,yandex_direct,gnrl|845242,193.37
2020-04-25,yandex_direct,gnrl|953233,129.74
2020-04-25,yandex_direct,ret|574813,385.17
2020-04-26,fb,gnrl|755263,97.59
2020-04-26,google_ads,lal|487809,667.8199999999999
2020-04-26,vk,lal|727027,351.43
2020-04-26,yandex_direct,gnrl|445275,340.67999999999995
2020-04-26,yandex_direct,gnrl|845242,257.48
2020-04-26,yandex_direct,gnrl|863656,205.48999999999998
2020-04-26,yandex_direct,gnrl|953233,330.4
2020-04-26,yandex_direct,ret|574813,528.63
2020-04-27,fb,gnrl|755263,60.19
2020-04-27,fb,lal|772023,1041.1999999999998
2020-04-27,google_ads,lal|487809,620.34
2020-04-27,vk,lal|727027,438.3
2020-04-27,yandex_direct,gnrl|326308,119.56
2020-04-27,yandex_direct,gnrl|445275,113.57
2020-04-27,yandex_direct,gnrl|845242,566.86
2020-04-27,yandex_direct,gnrl|863656,205.48000000000002
2020-04-27,yandex_direct,gnrl|953233,199.54000000000002
2020-04-28,fb,gnrl|755263,84.36
2020-04-28,fb,lal|772023,345.65
2020-04-28,google_ads,lal|487809,415.93
2020-04-28,vk,lal|727027,180.21
2020-04-28,yandex_direct,gnrl|326308,162.64999999999998
2020-04-28,yandex_direct,gnrl|445275,359.56
2020-04-28,yandex_direct,gnrl|845242,607.6
2020-04-28,yandex_direct,gnrl|863656,152.14
2020-04-28,yandex_direct,ret|574813,72.36
2020-04-29,fb,gnrl|755263,82.5
2020-04-29,fb,lal|772023,118.2
2020-04-29,google_ads,lal|487809,292.13
2020-04-29,vk,lal|727027,114.97
2020-04-29,yandex_direct,gnrl|326308,111.94
2020-04-29,yandex_direct,gnrl|445275,330.29
2020-04-29,yandex_direct,gnrl|845242,175.07
2020-04-29,yandex_direct,gnrl|863656,157.48
2020-04-29,yandex_direct,gnrl|953233,183.27
2020-04-29,yandex_direct,ret|574813,223.04
2020-04-30,fb,gnrl|755263,212.42000000000002
2020-04-30,fb,lal|772023,412.21
2020-04-30,google_ads,lal|487809,408.02
2020-04-30,yandex_direct,gnrl|326308,79.0
2020-04-30,yandex_direct,gnrl|845242,1056.35
2020-04-30,yandex_direct,gnrl|863656,608.48
2020-04-30,yandex_direct,gnrl|953233,256.74
2020-04-30,yandex_direct,ret|574813,261.15
2020-05-01,fb,gnrl|755263,322.13
2020-05-01,fb,lal|772023,447.8
2020-05-01,google_ads,lal|487809,177.35
2020-05-01,yandex_direct,gnrl|326308,172.67000000000002
2020-05-01,yandex_direct,gnrl|845242,338.45000000000005
2020-05-01,yandex_direct,gnrl|863656,536.1099999999999
2020-05-01,yandex_direct,gnrl|953233,227.05
2020-05-01,yandex_direct,ret|574813,404.64
2020-05-02,fb,gnrl|755263,121.03
2020-05-02,fb,lal|772023,242.23
2020-05-02,vk,lal|727027,122.3
2020-05-02,yandex_direct,gnrl|326308,307.46
2020-05-02,yandex_direct,gnrl|445275,309.93
2020-05-02,yandex_direct,gnrl|845242,182.87
2020-05-02,yandex_direct,gnrl|863656,211.3
2020-05-02,yandex_direct,gnrl|953233,239.69
2020-05-02,yandex_direct,ret|574813,166.48
2020-05-03,fb,lal|772023,358.63
2020-05-03,yandex_direct,gnrl|326308,88.29
2020-05-03,yandex_direct,gnrl|445275,134.16
2020-05-03,yandex_direct,gnrl|845242,512.97
2020-05-03,yandex_direct,gnrl|953233,244.19
2020-05-04,fb,gnrl|755263,293.77
2020-05-04,fb,lal|772023,140.18
2020-05-04,google_ads,lal|487809,222.43
2020-05-04,vk,lal|727027,305.02
2020-05-04,yandex_direct,gnrl|326308,224.04000000000002
2020-05-04,yandex_direct,gnrl|445275,210.47000000000003
2020-05-04,yandex_direct,gnrl|845242,316.81
2020-05-04,yandex_direct,gnrl|863656,219.26
2020-05-04,yandex_direct,gnrl|953233,176.51999999999998
2020-05-04,yandex_direct,ret|574813,329.90999999999997
2020-05-05,fb,gnrl|755263,70.2
2020-05-05,fb,lal|772023,344.62
2020-05-05,google_ads,lal|487809,404.62
2020-05-05,vk,lal|727027,301.12
2020-05-05,yandex_direct,gnrl|326308,164.43
2020-05-05,yandex_direct,gnrl|445275,613.3299999999999
2020-05-05,yandex_direct,gnrl|863656,413.05999999999995
2020-05-05,yandex_direct,gnrl|953233,262.92
2020-05-05,yandex_direct,ret|574813,109.46
2020-05-06,fb,gnrl|755263,52.42
2020-05-06,fb,lal|772023,548.71
2020-05-06,google_ads,lal|487809,241.15
2020-05-06,vk,lal|727027,597.8
2020-05-06,yandex_direct,gnrl|326308,351.53
2020-05-06,yandex_direct,gnrl|445275,167.99
2020-05-06,yandex_direct,gnrl|845242,375.97
2020-05-06,yandex_direct,gnrl|863656,94.59
2020-05-06,yandex_direct,gnrl|953233,154.98
2020-05-06,yandex_direct,ret|574813,370.81
2020-05-07,fb,gnrl|755263,161.98
2020-05-07,fb,lal|772023,274.19
2020-05-07,google_ads,lal|487809,299.55
2020-05-07,vk,lal|727027,302.85
2020-05-07,yandex_direct,gnrl|326308,65.37
2020-05-07,yandex_direct,gnrl|445275,125.72
2020-05-07,yandex_direct,gnrl|845242,150.61
2020-05-07,yandex_direct,gnrl|863656,103.81
2020-05-07,yandex_direct,ret|574813,245.62
2020-05-08,fb,lal|772023,114.64
2020-05-08,google_ads,lal|487809,304.40999999999997
2020-05-08,vk,lal|727027,122.08
2020-05-08,yandex_direct,gnrl|445275,223.8
2020-05-08,yandex_direct,gnrl|845242,148.19
2020-05-08,yandex_direct,gnrl|953233,157.8
2020-05-08,yandex_direct,ret|574813,209.77
2020-05-09,fb,gnrl|755263,455.40999999999997
2020-05-09,fb,lal|772023,157.15
2020-05-09,vk,lal|727027,116.87
2020-05-09,yandex_direct,gnrl|326308,308.28999999999996
2020-05-09,yandex_direct,gnrl|445275,260.14
2020-05-09,yandex_direct,gnrl|845242,741.94
2020-05-09,yandex_direct,gnrl|863656,769.35
2020-05-09,yandex_direct,gnrl|953233,96.93
2020-05-09,yandex_direct,ret|574813,164.46
2020-05-10,fb,gnrl|755263,504.44999999999993
2020-05-10,google_ads,lal|487809,168.91000000000003
2020-05-10,vk,lal|727027,134.53
2020-05-10,yandex_direct,gnrl|326308,172.41
2020-05-10,yandex_direct,gnrl|445275,505.55
2020-05-10,yandex_direct,gnrl|845242,195.36
2020-05-10,yandex_direct,gnrl|953233,78.34
2020-05-10,yandex_direct,ret|574813,600.6999999999999
2020-05-11,fb,gnrl|755263,80.96000000000001
2020-05-11,fb,lal|772023,241.83
2020-05-11,google_ads,lal|487809,162.67
2020-05-11,vk,lal|727027,633.34
2020-05-11,yandex_direct,gnrl|445275,154.73000000000002
2020-05-11,yandex_direct,gnrl|845242,422.59000000000003
2020-05-11,yandex_direct,gnrl|863656,102.02
2020-05-11,yandex_direct,gnrl|953233,149.43
2020-05-11,yandex_direct,ret|574813,294.75
2020-05-12,fb,gnrl|755263,233.77999999999997
2020-05-12,fb,lal|772023,381.03
2020-05-12,google_ads,lal|487809,274.89
2020-05-12,vk,lal|727027,137.78
2020-05-12,yandex_direct,gnrl|326308,82.84
2020-05-12,yandex_direct,gnrl|445275,397.17999999999995
2020-05-12,yandex_direct,gnrl|845242,285.15
2020-05-12,yandex_direct,gnrl|953233,329.11
2020-05-12,yandex_direct,ret|574813,310.31
2020-05-13,fb,gnrl|755263,280.15
2020-05-13,fb,lal|772023,502.84000000000003
2020-05-13,google_ads,lal|487809,195.57
2020-05-13,vk,lal|727027,117.86
2020-05-13,yandex_direct,gnrl|326308,112.3
2020-05-13,yandex_direct,gnrl|445275,304.48
2020-05-13,yandex_direct,gnrl|953233,345.75
2020-05-13,yandex_direct,ret|574813,82.33
2020-05-14,fb,gnrl|755263,155.12
2020-05-14,fb,lal|772023,261.27
2020-05-14,google_ads,lal|487809,142.97
2020-05-14,vk,lal|727027,277.57
2020-05-14,yandex_direct,gnrl|326308,177.05
2020-05-14,yandex_direct,gnrl|445275,234.8
2020-05-14,yandex_direct,gnrl|845242,717.3
2020-05-14,yandex_direct,gnrl|863656,95.25
2020-05-14,yandex_direct,gnrl|953233,155.82
2020-05-14,yandex_direct,ret|574813,654.84
2020-05-15,fb,gnrl|755263,123.92999999999999
2020-05-15,fb,lal|772023,980.6300000000001
2020-05-15,google_ads,lal|487809,613.1
2020-05-15,vk,lal|727027,450.58000000000004
2020-05-15,yandex_direct,gnrl|326308,293.99
2020-05-15,yandex_direct,gnrl|445275,365.06
2020-05-15,yandex_direct,gnrl|863656,191.51
2020-05-15,yandex_direct,gnrl|953233,186.26000000000002
2020-05-15,yandex_direct,ret|574813,284.37
2020-05-16,fb,gnrl|755263,154.97
2020-05-16,fb,lal|772023,396.74
2020-05-16,google_ads,lal|487809,405.69
2020-05-16,vk,lal|727027,355.72
2020-05-16,yandex_direct,gnrl|326308,100.47
2020-05-16,yandex_direct,gnrl|445275,46.71
2020-05-16,yandex_direct,gnrl|845242,560.96
2020-05-16,yandex_direct,gnrl|863656,340.87
2020-05-16,yandex_direct,gnrl|953233,256.81
2020-05-16,yandex_direct,ret|574813,367.68
2020-05-17,fb,gnrl|755263,139.58
2020-05-17,fb,lal|772023,188.09
2020-05-17,vk,lal|727027,258.7
2020-05-17,yandex_direct,gnrl|326308,95.16
2020-05-17,yandex_direct,gnrl|445275,188.71
2020-05-17,yandex_direct,gnrl|845242,179.92
2020-05-17,yandex_direct,gnrl|953233,252.79
2020-05-17,yandex_direct,ret|574813,378.0
2020-05-18,fb,gnrl|755263,99.61
2020-05-18,fb,lal|772023,271.51
